"<1cm","1-2cm","2-3cm","WF","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","Surg","No comp","Comp","Cancer","Death"
0,0,0.00547547056664942,0.004882351372522,0.00047070697524307,0.00354528844856631,0,0,0,0.00775471694205499,0.000628735475743506,0.00620325746874931,0.000000000000234514096032915,0.0000183897019889207,0.00000522078157549338,0.150480061729567,0.00184640882391105
0,0,0.00536867795723984,0.00490239992444385,0.000474941010700631,0.00362779847059649,0,0,0,0.00765536893871944,0.000629471094941414,0.00630186985288696,0.000000000000134615161918027,0.0000152185157451293,0.00000431364150865247,0.150446924191879,0.0018836246880094
0,0,0.00526396821199429,0.00492058065510733,0.000478996039696967,0.00371027245618221,0,0,0,0.00755729371243565,0.000629965322940267,0.00639945085117189,0.0000000000000772714396480166,0.0000125941802247494,0.00000356412210802856,0.150413091792871,0.00192083094199653
0,0,0.00516130070709855,0.0049369489138678,0.000482874798369454,0.00379269294364499,0,0,0,0.00746047495727528,0.000630227373478569,0.00649600755579396,0.0000000000000443551476683808,0.0000104223945370442,0.00000294483590276718,0.150378686146834,0.00195802765995887
0,0,0.00506063561105808,0.00495155872817065,0.000486580031691502,0.00387504299206057,0,0,0,0.00736489657621012,0.000630266180726975,0.00659154712961071,0.0000000000000254606246971143,0.00000862511936996237,0.00000243315414692764,0.150343807860368,0.00199521490336689
0,0,0.00496193386924474,0.00496446283243884,0.00049011449111726,0.00395730617017996,0,0,0,0.00727054267843582,0.000630090407132358,0.00668607680097963,0.0000000000000146148405324646,0.00000713777278757157,0.00000201037996509956,0.150308540161219,0.00203239272329086
0,0,0.00486515718874499,0.0049757126963573,0.000493480932336801,0.00403946654554171,0,0,0,0.00717739757672988,0.000629708451048904,0.00677960385876903,0.00000000000000838917215623465,0.00000590690959318847,0.00000166106516827979,0.15027295190028,0.00206956116222752
0,0,0.00477026802350348,0.0049853585525664,0.000496682113137839,0.00412150867377309,0,0,0,0.00708544578484351,0.000629128454161933,0.00687213564754237,0.00000000000000481553044048672,0.00000488830087085767,0.00000137244577663577,0.150237100035019,0.00210672025560593
0,0,0.00467722955975647,0.00499344942377646,0.000499720791370159,0.00420341758807771,0,0,0,0.00699467201492691,0.000628358308709991,0.00696367956291091,0.00000000000000276419806285897,0.00000404534469724787,0.00000113397562324776,0.150201031683925,0.00214387003302889
0,0,0.00458600570174938,0.00500003314931524,0.000502599723009061,0.00428517878890712,0,0,0,0.00690506117498748,0.000627405664510609,0.00705424304704972,0.00000000000000158669767020329,0.00000334775091589901,0.000000936940996755551,0.150164785826067,0.00218101051929634
0,0,0.00449656105773284,0.00500515641111977,0.000505321660314231,0.00436677823381396,0,0,0,0.00681659836638069,0.000626277935794992,0.00714383358437213,0.000000000000000910792005267747,0.0000027704527136098,0.000000774142241971917,0.150128394707072,0.00221814173524903
0,0,0.00440886092623187,0.00500886475918405,0.000507889350080574,0.0044482023274843,0,0,0,0.006729268881333,0.000624982307856734,0.00723245869735808,0.00000000000000052281042093757,0.0000022927058884389,0.000000639630684155351,0.15009188500224,0.00225526369846392
0,0,0.00432287128258297,0.00501120263647348,0.000510305531977661,0.00452943791194669,0,0,0,0.00664305820049655,0.000623525743519562,0.0073201259425317,0.000000000000000300102256783169,0.00000189734344313157,0.000000528491264154742,0.150055278778742,0.00229237642382757
0,0,0.00423855876573362,0.00501221340331713,0.000512572936974526,0.00461047225695552,0,0,0,0.00655795199053523,0.000621914989428938,0.00740684290658365,0.000000000000000172263904695782,0.00000157015871911349,0.000000436662941910458,0.150018594291607,0.00232947992400872
0,0,0.00415589066529937,0.00501193936128832,0.000514694285846682,0.00469129305054643,0,0,0,0.00647393610174156,0.000620156582172243,0.00749261720263401,0.0000000000000000988824715252918,0.0000012993949050636,0.000000360790305850886,0.149981846642218,0.00236657420984784
0,0,0.00407483490887334,0.00501042177658401,0.000516672287762309,0.00477188838976114,0,0,0,0.00639099656568423,0.000618256854232137,0.00757745646663145,0.0000000000000000567602550993931,0.00000107532257645658,0.000000298100965986663,0.149945048323056,0.00240365929067833
0,0,0.00399536004958319,0.00500770090291326,0.000518509638944671,0.00485224677153968,0,0,0,0.00630911959288568,0.000616221939777565,0.00766136835388457,0.000000000000000032581371695631,0.000000889890085701063,0.000000246304250641403,0.14990820966835,0.00244073517459124
0,0,0.00391743525389081,0.00500381600390476,0.000520209021407908,0.00493235708377733,0,0,0,0.00622829157052948,0.000614057780296754,0.00774436053572158,0.0000000000000000187022729145594,0.000000736434240256997,0.000000203507505193097,0.149871339226878,0.00247780186865346
0,0,0.00384103028962998,0.00499880537504318,0.000521773101763456,0.00501220859654419,0,0,0,0.00614849906019708,0.000611770130076451,0.00782644069627428,0.0000000000000000107354292949418,0.000000609440872457012,0.000000168146934378383,0.149834444070383,0.00251485937908765
0,0,0.00376611551427728,0.00499270636514416,0.000523204530094422,0.00509179095346494,0,0,0,0.00606972879563354,0.000609364561531508,0.00790761652938277,0.00000000000000000616232276543105,0.000000504346697527819,0.000000138930461134224,0.149797530048698,0.00255190771142046
0,0,0.00369266186345186,0.00498555539737711,0.000524505938895335,0.0051710941632565,0,0,0,0.00599196768054186,0.000606846470388838,0.00798789573561711,0.00000000000000000353728023556935,0.000000417375339926217,0.000000114790514036301,0.149760602000819,0.00258894687060479
0,0,0.00362064083963936,0.00497738798984528,0.000525679942074777,0.00525010859142138,0,0,0,0.00591520278640567,0.000604221080729658,0.00806728601941248,0.00000000000000000203046025682726,0.000000345401635882942,0.0000000948450181847905,0.149723663929503,0.00262597686112055
0,0,0.00355002450113595,0.00496823877573207,0.000526729134018491,0.00532882495209429,0,0,0,0.00583942135033967,0.000601493449893791,0.00814579508631435,0.00000000000000000116551943300908,0.000000285839336103519,0.000000078365164142555,0.149686719145719,0.00266299768705764
0,0,0.00348078545120782,0.00495814152302239,0.00052765608871061,0.00540723430003998,0,0,0,0.00576461077296771,0.000598668473249769,0.00822343064033033,0.000000000000000000669028386127811,0.000000236548173418994,0.0000000647487772011367,0.149649770388142,0.00270000935218448
0,0,0.00341289682746222,0.00494712915380793,0.000528463358910776,0.00548532802279987,0,0,0,0.00569075861632804,0.00059575088883431,0.00830020038138546,0.000000000000000000384033906915817,0.000000195756956025011,0.0000000534983138861764,0.149612819922003,0.00273701186000437
0,0,0.00334633229142575,0.00493523376318473,0.000529153475384947,0.00556309783298538,0,0,0,0.00561785260180536,0.000592745281864683,0.00837611200287777,0.000000000000000000220442128793099,0.000000161999922799184,0.0000000442026816934624,0.149575869620871,0.00277400521380202
0,0,0.00328106601832594,0.00492248663775135,0.000529728946187789,0.00564053576071573,0,0,0,0.00554588060808938,0.000589656089127393,0.00845117318933104,0.000000000000000000126537608455197,0.000000134064073736324,0.0000000365222177478366,0.149538921034304,0.00281098941668187
0,0,0.00321707268707212,0.00490891827371607,0.000530192255994616,0.00571763414619799,0,0,0,0.00547483066915956,0.000586487603246479,0.00852539161414177,0.0000000000000000000726347837467539,0.000000110945582912747,0.0000000301762775043901,0.149501975443817,0.0028479644715997
0,0,0.00315432747043169,0.00489455839462085,0.000530545865480898,0.00579438563244736,0,0,0,0.00540469097229564,0.00058324397683469,0.00859877493741748,0.0000000000000000000416936266960166,0.0000000918137277557067,0.0000000249329799824596,0.149465033909181,0.00288493038138865
0,0,0.003092806025398,0.00487943596869007,0.000530792210747436,0.0058707831581453,0,0,0,0.00533544985611366,0.00057992922653066,0.0086713308039035,0.0000000000000000000239328654591675,0.000000075981038479269,0.0000000206007348227507,0.149428097306723,0.00292188714878071
0,0,0.00303248448374609,0.00486357922581171,0.000530933702789365,0.00594681995063363,0,0,0,0.00526709580862712,0.000576547236925175,0.00874306684099552,0.0000000000000000000137378802103904,0.0000000628785950587766,0.0000000170212415658227,0.149391166361016,0.00295883477642438
0,0,0.00297333944277266,0.00484701567415852,0.000530972727007192,0.00602248951904243,0,0,0,0.00519961746533308,0.000573101764379489,0.00881399065683525,0.00000000000000000000788578170871486,0.0000000520355840838396,0.0000000140637053452151,0.149354241671089,0.00299577326689928
