"<1cm","1-2cm","2-3cm","WF","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","Surg","No comp","Comp","Cancer","Death"
0.289163014731247,0,0,0,0,0,0,0,0,0.0151228733459357,0,0,0.00661625708884688,0,0,0,0
0.284767151103699,0.0000818215548728538,0,0.00113994104246908,0.000115642075935411,0.00305845895427056,0,0,0,0.0149291296821964,0.0000337899869450595,0.000159953676794263,0.00379784641679453,0.00215926835766725,0.000659142314385098,0,0
0.280438113508692,0.000161678182205527,0.0000000375293280084619,0.00224845833528789,0.000229064552367087,0.00608566262336659,0,0,0,0.0147378681266108,0.0000662554214209375,0.00031874979790402,0.00218002976786879,0.00302637387848859,0.00092297176923786,0.000485860450774935,0.00000102122247670838
0.276174886055151,0.00023960610753441,0.000000110954759681465,0.00332620622335342,0.000340281521730964,0.00908192386871788,0,0,0,0.0145490568801472,0.0000974368019872879,0.000476379663801221,0.00125137492863792,0.00321596521815338,0.000979784954364628,0.00116656049534946,0.00000257149234149504
0.271976468295603,0.000315640949692252,0.000000218691540464816,0.00437382686476537,0.000449307777656391,0.0120475521519896,0,0,0,0.0143626645511611,0.000127373487466839,0.00063283530730782,0.000718310930934869,0.00306978881991373,0.000934209614023009,0.00188956943699909,0.00000437828697618448
0.267841874991405,0.000389817730524819,0.000000359202161969333,0.00539195044478781,0.000556158775141761,0.0149828535872259,0,0,0,0.0141786601501754,0.000156103727931312,0.000788109467829002,0.000412322943102381,0.0027748499110239,0.000843446929151852,0.00257934389023349,0.00000629341533525668
0.263770135881536,0.000462170884455488,0.000000530995166668269,0.00638119538618636,0.000660850592169042,0.0178881309917341,0,0,0,0.0139970130847288,0.000183664694858018,0.000942195566348889,0.000236680526617274,0.00243090970352095,0.000737970822999829,0.00320245742627158,0.0000082386094372507
0.259760295454908,0.000532734267900129,0.000000732623980294716,0.00734216855600074,0.000763399892712498,0.020763683935746,0,0,0,0.0138176931542891,0.000210092510479155,0.00109508768116752,0.00013585873067927,0.00208895747602211,0.000633323467336137,0.00374794286841499,0.0000101745463943779
0.255811412726138,0.000601541168534595,0.000000962685771330077,0.00827546546881173,0.000863823891098213,0.023609808790894,0,0,0,0.0136406705452319,0.000235422276345273,0.00124678052435851,0.0000779852697033641,0.00177306872136005,0.000536814840447485,0.00421630498179607,0.000012083275539914
0.251922561014726,0.000668624314417082,0.00000121982033698762,0.00918167048656062,0.000962140317672268,0.0264267987775342,0,0,0,0.0134659158258846,0.000259688101123772,0.00139726941892734,0.0000447648985111151,0.00149276549280844,0.000451309505499376,0.00461345888836143,0.0000139583036665209
