"<1cm","1-2cm","2-3cm","WF","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","Surg","No comp","Comp","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","Surg","No comp","Comp","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","<1cm","1-2cm","2-3cm","WF","Cancer","Death","Surg","No comp","Comp","Cancer","Death"
0.212855891086486,0.00130159742801217,0.00000548561278013587,0.0175183978689285,0.00191001529890512,0.0555716274361355,0,0,0,0.0116852451227913,0.000465231000482081,0.00297239722266238,0.0000000997959433131,0.000193163530563183,0.0000574195786928875,0.0063325848509616,0.000032989332685901,0,0.391946553984413,0.00327876248813067,0.0479114226562568,0.00448541622098528,0.0202345356418228,0,0,0,0.0111789183122768,0.000445072336615706,0.00284360194370009,0.00000038406917601781,0.00074339853462114,0.000220981830961582,0.0243712375977153,0.000126960930488927,0,0,0.00969371427759877,0.00318435193748081,0.000258809380736755,0.00123694176716446,0,0,0,0.0112709586769873,0.000448736789565476,0.00286701441999506,0.00000229796391627099,0.00444790447825185,0.00132217919429615,0.145818066357451,0.000759633043361479
0.209620050325848,0.00135035644983558,0.00000597562979633648,0.0181412792002201,0.00198457003114864,0.0580607830943988,0,0,0,0.0115355419446985,0.000479063443882202,0.00310826795735507,0.0000000572846037620257,0.000159886286150366,0.0000474525468757018,0.0063742166010731,0.000034644370143954,0,0.388492421053568,0.00339458933823297,0.04978910207715,0.00468326424420944,0.0214973142784484,0,0,0,0.0110357018387324,0.000458305414159587,0.00297358533970058,0.00000022046237386986,0.000615329562902765,0.000182623260760389,0.0245314592603468,0.000133330416579146,0,0,0.00950464978899005,0.00328978654164843,0.000269267908595425,0.00131011312374688,0,0,0,0.0111265630467401,0.000462078820162716,0.00299806801964495,0.00000131907117697175,0.00368164179907993,0.00109267207499011,0.146776705119222,0.000797742972807713
0.20643340090013,0.00139777015648095,0.00000647845404816912,0.0187437354369326,0.00205728116552402,0.0605243486181316,0,0,0,0.0113877566588959,0.000492196382003041,0.00324292030503676,0.0000000328823569298486,0.000132333615477573,0.0000392131075798574,0.00640838325885524,0.0000362942245772777,0,0.385068728585032,0.0035065728048484,0.0516229522318469,0.00487839543092398,0.0227800419389572,0,0,0,0.0108943201543619,0.000470869296295589,0.00310240314193512,0.00000012654922948068,0.000509291870677247,0.000150913408073539,0.0246629511794171,0.000139679955565595,0,0,0.0093192727807247,0.00339101834175889,0.000279487619784988,0.00138403862071221,0,0,0,0.0109840173121968,0.000474746145607066,0.00312794642874392,0.000000757169752578676,0.00304719674148543,0.0009029455834758,0.147563447987884,0.000835733554679191
0.203295195001387,0.00144386432307313,0.00000699321868599166,0.0193262139847982,0.00212817069422462,0.0629625775090783,0,0,0,0.0112418646946906,0.000504652558836161,0.00337635609240893,0.0000000188750436636297,0.000109524262516817,0.0000324028860240973,0.0064363713348832,0.0000379397303791042,0,0.381675208314161,0.00361480181086309,0.0534136663121187,0.00507079548683344,0.0240822190676325,0,0,0,0.0107547497531311,0.000482785741508119,0.00323005709795342,0.0000000726414544171039,0.000421509049990317,0.00012470396413639,0.0247706645487337,0.000146012758648153,0,0,0.00913751133283836,0.00348815680706842,0.000289469295493728,0.00145867992758029,0,0,0,0.0108432977737889,0.000486760703528963,0.00325665140922992,0.000000434628581253832,0.00252197428937775,0.00074612915509806,0.148207918961983,0.000873624002237249
0.200204696189869,0.00148866428598713,0.00000751908558939475,0.0198891537172008,0.0021972607423303,0.0653757207102706,0,0,0,0.0110978417961721,0.000516454063299016,0.00350857748646466,0.000000010834602703936,0.0000906436649796397,0.0000267745831990283,0.00645924642851012,0.0000395815775553854,0,0.378311594340462,0.00371936342178121,0.0551619282990311,0.00526045199620391,0.0254033529341306,0,0,0,0.0106169674301487,0.000494075881592121,0.00335654928085178,0.0000000416974557765898,0.000348846221241087,0.000103043187589382,0.024858700375331,0.000152331481345759,0,0,0.00895929492808092,0.00358130891947258,0.000299213865413449,0.00153399965001384,0,0,0,0.0107043810355703,0.000498143799709606,0.00338418505126787,0.000000249484350106934,0.00208721782115192,0.000616528327925391,0.148734655199858,0.000911430203991246
0.197161179221203,0.00153219494993147,0.00000805524460562928,0.0204329851270016,0.00226457354958258,0.0677640266389234,0,0,0,0.0109556640181794,0.000527622347224549,0.00363958698053179,0.00000000621925002368784,0.0000750162814937151,0.0000221234285415584,0.00647789082336122,0.0000412203362003626,0,0.374977623106762,0.0038203428830354,0.0568684130676563,0.00544735435100263,0.0267429575831527,0,0,0,0.0104809502778083,0.000504760238863185,0.00348188207592108,0.0000000239350634178833,0.000288703533076672,0.000085143009711196,0.0249304541674199,0.000158638317691739,0,0,0.00878455442455827,0.00367057922653266,0.000308722399735129,0.00160996131215474,0,0,0,0.0105672440013274,0.000508916125432755,0.00351054975978766,0.000000143208347616532,0.00172737189791918,0.000509427926676329,0.149163972717046,0.000949165287288367
0.194163929876198,0.00157448079492022,0.00000860091280613637,0.0209581304757719,0.00233013145291387,0.0701277412186377,0,0,0,0.0108153077223205,0.000538178242867072,0.00376938738074819,0.00000000356995746997624,0.0000620822339379504,0.0000182799782984575,0.00649303482960939,0.0000428564770436113,0,0.371673033378554,0.00391782365655993,0.0585337864908769,0.00563149368216967,0.0281005537834478,0,0,0,0.0103466756819798,0.000514858742904878,0.00360605816770796,0.0000000137391418768464,0.000238926269368342,0.0000703513185970399,0.0249887365565457,0.000164935079310036,0,0,0.00861322202890755,0.00375606989340994,0.000317996101445579,0.00168652933921773,0,0,0,0.010431863870739,0.000519097774369962,0.00363574824143885,0.0000000822040774031204,0.00142954441528063,0.000420926233326742,0.14951268809315,0.00098684009144275
0.191212244793243,0.00161554588313539,0.00000915533376077576,0.0214650039404743,0.0023939568697059,0.0724671079109285,0,0,0,0.0106767495730417,0.000548141979937296,0.00389798179295677,0.0000000020492175566021,0.0000513777154216727,0.0000151040851641194,0.00650528285044141,0.0000444903886021249,0,0.368397566223532,0.00401188745664108,0.060158705542283,0.00581286279296268,0.0294756689761896,0,0,0,0.0102141213182491,0.00052439074686565,0.00372908052747781,0.00000000788650592716113,0.000197729448438302,0.0000581287510383668,0.0250358736155546,0.000171223261425771,0,0,0.00844523126999566,0.00383788075373005,0.000327036298915256,0.00176366904033982,0,0,0,0.0102982181355858,0.000528708259011642,0.0037597834919504,0.0000000471865673626284,0.00118305546518087,0.000347796128210697,0.149794718694628,0.0010244635626901
0.188305431303248,0.00165541386568146,0.00000971777682935712,0.0219540117576367,0.00245607228175356,0.0747823677460988,0,0,0,0.0105399665337481,0.000557533202179055,0.00402537361000855,0.000000001176286448677,0.0000425186262545225,0.0000124798697771978,0.00651513502508505,0.0000461223914436597,0,0.365150964991298,0.00410261428505893,0.0617438183981641,0.00599145609431741,0.0308678372227706,0,0,0,0.0100832651482074,0.000533375043317275,0.00385095240106793,0.00000000452699129950495,0.00016363484535388,0.0000480293401015305,0.0250737901527579,0.00017750409775837,0,0,0.00828051697313074,0.00391610935939889,0.000335844438767727,0.00184134659168344,0,0,0,0.0101662845760079,0.000537766526656094,0.00388265878388385,0.0000000270859087505963,0.000979060527498209,0.000287369300551488,0.150021581040694,0.00106204308262442
0.185442807267096,0.00169410798923367,0.0000102875364700873,0.0224255523650594,0.00251650021991079,0.0770737593534773,0,0,0,0.0104049358629737,0.000566370983499937,0.00415156649946208,0.000000000675208840019624,0.0000351869453829593,0.0000103115395715902,0.00652300517866668,0.000047752750016809,0,0.361932975293252,0.00419008246553441,0.063289764538598,0.00616726954216798,0.0322765991520563,0,0,0,0.00995408541578611,0.000541829879686535,0.00397167729711994,0.00000000259857158735066,0.00013541854178799,0.0000396844237877537,0.0251040787927655,0.00018377860605014,0,0,0.00811901523477658,0.00399085102939129,0.000344422079021532,0.0019195290197914,0,0,0,0.0100360412568107,0.000546290974968233,0.00400437765476884,0.0000000155477817915332,0.000810236650202841,0.000237439970704745,0.150202804127983,0.0010995847406047
0.182623700915568,0.00173165110258172,0.0000108639315645548,0.0228800165410969,0.00257526324939599,0.07934151899104,0,0,0,0.0102716351106,0.000574673843667688,0.00427656439166802,0.000000000387581594732657,0.0000291194023869543,0.00000851991898505191,0.00652923569744806,0.0000493816824452142,0,0.358743344982664,0.00427436867749529,0.0647971748476395,0.00634030057667268,0.0337015019071373,0,0,0,0.00982656064364043,0.000549772973271497,0.00409125897568067,0.00000000149162519824691,0.000112067329688946,0.0000327892913849319,0.0251280572245042,0.000190047625759723,0,0,0.00796066339776022,0.00406219889753326,0.000352770882495499,0.00199818418519182,0,0,0,0.00990746652381821,0.000554299467119502,0.00412494389561009,0.00000000892469663332999,0.000670521603655331,0.000196184992568044,0.150346271957075,0.00113709355928258
0.179847450691697,0.00176806566307047,0.0000114463047588815,0.0233177875415556,0.00263238395573519,0.0815858805744303,0,0,0,0.0101400421141239,0.000582459763583976,0.00440037146822789,0.000000000222478563182235,0.0000240980744480132,0.00000703957387263923,0.00653410984942151,0.0000510093686261522,0,0.355581824134912,0.0043555479891745,0.0662666717126099,0.00651054806329236,0.0351420990916198,0,0,0,0.00970066962957813,0.000557221525853449,0.00420970143716101,0.0000000008562187560565,0.0000927425232890137,0.0000270921166434442,0.0251468156175819,0.000196311849229881,0,0,0.00780540002696315,0.00413024395929804,0.000360892610468832,0.00207728076625078,0,0,0,0.00978053900027223,0.00056180934652012,0.00424436153975546,0.00000000512293078620043,0.000554897360500997,0.000162097638523204,0.150458507234237,0.00117457368108546
0.177113405095521,0.00180337374293938,0.0000120340218206778,0.0237392412342452,0.0026878849313216,0.0838070757053992,0,0,0,0.0100101349949725,0.000589746200146763,0.00452299215081646,0.000000000127706557143853,0.000019942588467401,0.00000581643058072812,0.00653786198517094,0.0000526359569212546,0,0.352448165027902,0.00443369389005377,0.0676988691224913,0.00667801223566978,0.0365979507154917,0,0,0,0.00957639144303467,0.000564192237915288,0.00432700891164263,0.000000000491484428584711,0.0000767499486056922,0.0000223847946754345,0.0251612558807604,0.000202571847437024,0,0,0.00765316488548652,0.00419507511763594,0.000368789116587534,0.00215678824327081,0,0,0,0.00965523758327879,0.000568837451154526,0.0043626348521145,0.00000000294065119728421,0.000459210536758501,0.000133932774742897,0.150544906262843,0.00121202852228123
0.1744209225312,0.00183759703556202,0.0000126264710114481,0.0241447462312254,0.00274178876257111,0.0860053336996777,0,0,0,0.00988189215486617,0.000596550100712252,0.0046444310903573,0.0000000000733057805851495,0.0000165036584982901,0.00000480580585666645,0.00654068598150537,0.0000542615696807715,0,0.349342122122656,0.00450887832266558,0.0690943727654276,0.00684269464025996,0.0380686231405993,0,0,0,0.00945370542159325,0.000570701322476817,0.00444318584852252,0.000000000282120593402768,0.0000635150719586972,0.0000184953599735066,0.0251721241576586,0.000208828091251593,0,0,0.00750389891128131,0.00425677922785751,0.000376462341009025,0.00223667688283296,0,0,0,0.0095315414402994,0.000575400127530598,0.00447976831871781,0.00000000168798483231171,0.000380023580683479,0.000110661496655983,0.15060993337177,0.0012494609001834
0.171769371156447,0.00187075686158743,0.0000132230624740983,0.0245346640187838,0.0027941180176536,0.0881808816143015,0,0,0,0.00975529227222712,0.000602887917167079,0.00476469315654152,0.0000000000420787905287033,0.0000136577322215747,0.00000397077742891377,0.00654274222931478,0.0000558863078028198,0,0.346263452044074,0.00458117171376589,0.0704537801253351,0.00700459808266268,0.039553689025771,0,0,0,0.00933259116754945,0.000576764518557192,0.00455823690648594,0.000000000161942117782093,0.0000525623966913645,0.0000152817155151119,0.0251800377198298,0.00021508096898453,0,0,0.00735754419423426,0.00431544114158914,0.000383914304777035,0.00231691772238036,0,0,0,0.00940943000568747,0.00058151324425293,0.00459576663660741,0.000000000968932594503497,0.000314491499166485,0.0000914336089049161,0.150657281822138,0.00128687313813523
